CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76140.72,-26726.67,-84332.79,11110.68,0.0,0.0,0.0,0.0,5
-76144.5,-26721.945,-84331.215,11114.1,0.0,0.0,0.0,0.0,5
-76143.69,-26724.915,-84343.095,11101.59,0.0,0.0,0.0,0.0,5
-76144.095,-26730.045,-84335.58,11110.77,0.0,0.0,0.0,0.0,5
-76138.515,-26734.725,-84324.015,11119.23,0.0,0.0,0.0,0.0,5
-76143.555,-26734.725,-84329.19,11113.065,0.0,0.0,0.0,0.0,5
-76144.815,-26733.645,-84307.275,11139.885,0.0,0.0,0.0,0.0,5
-76146.885,-26734.32,-84321.27,11121.12,0.0,0.0,0.0,0.0,5
-76148.145,-26736.165,-84332.43,11113.83,0.0,0.0,0.0,0.0,5
-76149.675,-26736.03,-84346.02,11102.715,0.0,0.0,0.0,0.0,5
-76148.64,-26733.645,-84339.27,11107.08,0.0,0.0,0.0,0.0,5
-76147.515,-26728.47,-84331.395,11114.595,0.0,0.0,0.0,0.0,5
-76145.535,-26727.3,-84330.495,11116.215,0.0,0.0,0.0,0.0,5
-76147.155,-26729.055,-84330.18,11116.53,0.0,0.0,0.0,0.0,5
-76147.695,-26732.565,-84330.36,11117.655,0.0,0.0,0.0,0.0,5
-76148.865,-26734.095,-84333.105,11118.33,0.0,0.0,0.0,0.0,5
-76147.83,-26737.38,-84331.08,11120.625,0.0,0.0,0.0,0.0,5
-76144.68,-26738.145,-84324.465,11124.045,0.0,0.0,0.0,0.0,5
-76146.21,-26741.52,-84319.245,11126.925,0.0,0.0,0.0,0.0,5
-76141.98,-26743.14,-84311.505,11129.085,0.0,0.0,0.0,0.0,5
-76143.555,-26744.22,-84316.14,11126.07,0.0,0.0,0.0,0.0,5
-76144.275,-26745.615,-84321.0,11126.205,0.0,0.0,0.0,0.0,5
-76141.935,-26749.485,-84316.05,11130.12,0.0,0.0,0.0,0.0,5
-76145.49,-26753.715,-84319.47,11127.96,0.0,0.0,0.0,0.0,5
-76143.105,-26756.325,-84311.55,11143.215,0.0,0.0,0.0,0.0,5
-76134.555,-26754.84,-84312.72,11139.795,0.0,0.0,0.0,0.0,5
-76130.505,-26753.58,-84306.33,11143.08,0.0,0.0,0.0,0.0,5
-76142.07,-26753.265,-84314.745,11130.12,0.0,0.0,0.0,0.0,5
-76136.22,-26754.255,-84317.94,11119.725,0.0,0.0,0.0,0.0,5
-76135.185,-26754.84,-84321.54,11118.555,0.0,0.0,0.0,0.0,5
